Nome da música,Id da música,Características,Valores
"Me Diga, Moço",1STw58PDKsjkauAgjFAHDM,Energia,0.214
Vento de Maio,2tHv6jw0GiWnYnzS7zbtKM,Energia,0.197
Rancho da Boa Vinda,37Xkn4dDqxucEebaHE3qu3,Energia,0.0487
Serenata de Teleco-Teco,0UbBh2r7cjke3YuZLAmjjK,Energia,0.236
Meu Choro Pra Você,5lc6GsXpkxTNNpT5WcQoUZ,Energia,0.0717
Zabelê,6zrTLj4YsM0mC9U3PuqeaF,Energia,0.0945
Ninguém Dá o Que Não Tem,6Faom2lEyPdAqSxhN7qTIH,Energia,0.207
Antigamente,6eISb5rYPRmI8vGOpRZsqS,Energia,0.084
"Maria (Me Perdoe, Maria)",34gBmoRxYO60GWxFxvwJ4X,Energia,0.0305
Iemanjá (Reprise),653TUMhpTKaxyjGg2ggMwq,Energia,0.127
A Última Coisa Bonita,609yw4Z9UpjXpa8lXrXkoT,Energia,0.132
Retirante,66RJi7nMi2t8BZQejxAtRy,Energia,0.116
Cantiga,6ketEGEg34dai9MgdKOvlT,Energia,0.0926
Fé na Festa (Ao Vivo),5vc9wRbfYexKq2ZvMeUQCY,Instrumentalidade,0.511
Dança da Moda (Ao Vivo),6eHR7l1RvNaMsza6fd78NR,Instrumentalidade,0.624
Óia Eu Aqui de Novo (Ao Vivo),54OYZkcIC8zG009c1ihbL7,Instrumentalidade,0.0796
Assim Sim (Ao Vivo),7LTpBVvDh0At0upSfXKbIg,Instrumentalidade,0.0485
Respeita Januário (Ao Vivo),7hYcqwMhjXceH7tG32hnNa,Instrumentalidade,0.12
O Xote das Meninas (Ao Vivo),53F0M4x1yWqtUAWIgPgUEE,Instrumentalidade,0.00407
Conversa Gil e Preta Gil (Ao Vivo),0TDA90fJH2IUu8JA48LUzv,Instrumentalidade,5.11e-05
Eu Só Quero um Xodó (Ao Vivo),27nQFfM9pBYjNda9PAefUR,Instrumentalidade,1.59e-05
Asa Branca (Ao Vivo),3y4Z4vb5aAx9fAzc0ASclc,Instrumentalidade,0.348
A Volta da Asa Branca (Ao Vivo),2c7XspxaUl33qP5n02ECLd,Instrumentalidade,0.455
São João Xangô Menino (Ao Vivo),5IggFPsyOyeWpBZ3EnRQZw,Instrumentalidade,0.0105
Esperando na Janela (Ao Vivo),5HwZDDNlSGkL8w0vqUxFy3,Instrumentalidade,0.0223
Qui Nem Jiló (Ao Vivo),5ZL1JsQPQmxE1k5UaBOibN,Instrumentalidade,0.29
Pedras Que Cantam (Ao Vivo),163cndEuB7HoHwNeiXGJpI,Instrumentalidade,0.752
Conversa Gil e Mestrinho (Ao Vivo),3d6BrED2o9Htb0IKkgFWng,Instrumentalidade,0.00341
Isso Aqui Tá Bom Demais (Ao Vivo),22mmuG2NHPt2Bf2lp7N3hL,Instrumentalidade,0.00163
Toda Menina Baiana (Ao Vivo),6PkdagVcKGqtm7lu1uJpnF,Instrumentalidade,0.765
Olha Pro Céu (Ao Vivo),167clrR7UnkYxKIf6KsBas,Instrumentalidade,0.0751
Is This Love (Ao Vivo),1LzC6ekUsrI94qwaixITKp,Instrumentalidade,0.000995
Nos Barracos da Cidade (Ao Vivo),7BZ9I7xfsWEimOqUpmODRE,Instrumentalidade,0.041
Extra (Ao Vivo),6Ll12D9eMng37CT5eqXSl1,Instrumentalidade,0.000891
Pessoa Nefasta (Ao Vivo),1H4jmMzpZZECXiV52pUjlw,Instrumentalidade,0.00157
Sarará Miolo (Ao Vivo),5iUu4HyvCeseFw3zAMQFtD,Instrumentalidade,0.0154
Emoriô / Dia da Caça (Ao Vivo),0IwdotkOJ2m9jkJiy8Rzox,Instrumentalidade,0.0496
Água (Ao Vivo),5p3WL6TdAUARp0tdX4k7Bl,Instrumentalidade,0.132
Intro Choro N.1,3zz6iHe7eQX0A0WnDlSYDZ,Instrumentalidade,0.796
Choro N. 1,4QbV4QvVSCoffeElKT1VI7,Instrumentalidade,0.699
Improviso Choro N. 1,2ULc3auz1a5tCr8pPuj0r0,Instrumentalidade,0.713
Intro Seraphimu,1PrihbMRgUhOTsAmRjWZX1,Instrumentalidade,0.86
Seraphimu,21vI5N5YaqB9olpiXURe8K,Instrumentalidade,0.85
Improviso Seraphimu,3zrasTvwmBWhCzvSVLWI33,Instrumentalidade,0.832
Solo Balafon,5oT90dnLdk5G3lexD312nn,Instrumentalidade,0.914
Intro Fragmento LÍrico,1TG70dUe7IkOI21zq8KOmp,Instrumentalidade,0.871
Fragmento LÍrico,767D9NBhx1T4wufDjikehn,Instrumentalidade,0.878
Improviso Fragmento LÍrico,5zc073VzUVeLGeOutPE94Q,Instrumentalidade,0.863
Circulo,2L6iqG0eiRfOT3lUDmDNZG,Instrumentalidade,0.373
Triangulo,6pDhuSf04PmjQNiCRrd5VW,Instrumentalidade,0.22
Quadrado,4U8DttsUsQWAlLCEDrwtxp,Instrumentalidade,0.783
Retangulo,1nNDOdrPbzrkf219GfO2qH,Instrumentalidade,0.834
Pentagono,79VQd9NLEwLI66XlgZNwzR,Instrumentalidade,0.488
GIL,1ClAHGcOBX4jRmN33HJft7,Instrumentalidade,0.925
Ok Ok Ok,469XdQJ1txFnvRPFrDQmrl,Instrumentalidade,0.0175
Na Real,6TWcyYe3KbroZl0q8OJels,Instrumentalidade,0.33
Sereno,3QUV5CdXziZPMrMgizJQlz,Instrumentalidade,0.0803
Uma Coisa Bonitinha,3YlABrQbOMayiSpsQESVSv,Instrumentalidade,0.00266
Quatro Pedacinhos,0pskyKfYxczntMzixTBpS9,Instrumentalidade,0.00075
Ouço,2DbiGFAnsgg7PPDPFjZkMT,Instrumentalidade,0.0924
Lia e Deia,1Cuf5Och6CYqSh6fIs7966,Instrumentalidade,0.00251
Jacintho,3pjFzaGQjvxrosoiVCWSv2,Instrumentalidade,0.000805
Yamandu,4vVwHXm85qpc9IbqsE42sO,Instrumentalidade,0.000961
Tartaruguê,4dRTbMQYMGpDiJm1eL73Kf,Instrumentalidade,0.0557
Sol de Maria,2dmqaJZ4pVtazEoPtApjRO,Instrumentalidade,0.00731
Prece,2OsNNBBjVsm0uoPvAtt8bp,Instrumentalidade,1.71e-05
Afogamento (Bonus Track),3hfnPXWabmqNaOMwQyCcXf,Instrumentalidade,0.000952
Kalil (Bonus Track),13Pk5wAJD3zunHOOmaUpSD,Instrumentalidade,9.74e-06
Pela Internet 2 (Bonus Track),1IrunTcR3ddX2ZM4PO7L9S,Instrumentalidade,0.0016
Na Real (Acoustic),1Oq1yq3xd6JQbVLXFPauRv,Instrumentalidade,0.000128
Sereno (Acoustic),36tAgttHvYNIwzoLiqqi2D,Instrumentalidade,0.0225
Uma Coisa Bonitinha (Acoustic),0twDred8ifq5CLvUb11Xfu,Instrumentalidade,0.0158
Ouço (Acoustic),3LCJgTkJIDOV4LItaN9keW,Instrumentalidade,0.00446
Ok Ok Ok (Acoustic),6bldw5qq41w95NzDRAM51u,Instrumentalidade,1.13e-06
OK OK OK,5NzlwzBgl1v4MU8fvuimnD,Instrumentalidade,0.0175
Afogamento - Bonus Track,3Jl8zs4lZa0uG0q8m4Ar0I,Instrumentalidade,0.000952
Kalil - Bonus Track,1KT4IDWwMNqDflL93yABAg,Instrumentalidade,9.74e-06
Pela Internet 2 - Bonus Track,3lRndkaQyNhn8ZtZLcNhWv,Instrumentalidade,0.00172
Trinca de Ases (Ao Vivo),0CpIVOnfJTu99vr0uQARPD,Instrumentalidade,0.000281
Dupla de Ás (Ao Vivo),5oiFSHnujptIKR354EVryl,Instrumentalidade,0.000334
Palco (Ao Vivo),59CqzEU9ZLfE5VmBiLl88z,Instrumentalidade,0.000113
Baby (Ao Vivo),2SLbEbRML8KwAGHBXB27Ub,Instrumentalidade,0.00981
All Star (Ao Vivo),6llXMFbX0Dm5yXDFdCjJA4,Instrumentalidade,4.32e-05
Espatódea (Ao Vivo),02cYTWgrdJyNkfjCptaVRp,Instrumentalidade,8.32e-05
O Seu Lado de Cá (Ao Vivo),0gZ8EjjX2wDNX2rozJMrxc,Instrumentalidade,0.0928
Esotérico (Ao Vivo),2zMv7Ggwg8pCs0TwYLYKVp,Instrumentalidade,0.0276
Cores Vivas (Ao Vivo),6ua1WOV08kDOchJvPpWSgd,Instrumentalidade,0.00249
Água Viva (Ao Vivo),3EuLzcWgtVdnZzHJdeF8J6,Instrumentalidade,0.00528
Retiros Espirituais (Ao Vivo),3L0ywhZCRSbPdnvc6sH9Oy,Instrumentalidade,0.0131
Copo Vazio (Ao Vivo),2yregxu9FyVEZJEp3vL3cd,Instrumentalidade,0.00031
"Meu Amigo, Meu Herói (Ao Vivo)",7g0Trzw2tjtbzLHOJCGrvC,Instrumentalidade,0.000739
Relicário (Ao Vivo),62mTTZEhX1rwnWkbqRrYh3,Instrumentalidade,1.46e-05
Pérola Negra (Ao Vivo),4X1p8pR8UKGqrFdOMpE9nO,Instrumentalidade,5.86e-06
Refavela (Ao Vivo),5gwN9eT8fAD6RXolWkuV30,Instrumentalidade,0.000688
Ela (Ao Vivo),1IF59n2Sl1diihM2LQhwd3,Instrumentalidade,0.000622
Tocarte (Ao Vivo),31nKcTGDjfubHmx3motui7,Instrumentalidade,5.37e-05
Dois Rios (Ao Vivo),6EaLFbYh8OrUCqeKUDrl3s,Instrumentalidade,8.51e-05
Nada Mais (Lately) [Ao Vivo],62MBkoN95QH0jqoGw5FvOC,Instrumentalidade,0.000705
Por Onde Andei (Ao Vivo),3LESkgqwUPamdbCmCBCo1j,Instrumentalidade,1.11e-06
O Segundo Sol (Ao Vivo),5SO1VWdMNrC5ol9GTwAzgJ,Instrumentalidade,4.34e-06
A Gente Precisa Ver o Luar (Ao Vivo),2X1BX599GooUmcIyMyZfFS,Instrumentalidade,0.000294
Barato Total (Ao Vivo),5OJ26sotimSxBKkkC2ik5Y,Instrumentalidade,0.0
Back in Bahia - Ao vivo,42XOOCltwfAiy8AdUHA4MT,Instrumentalidade,0.000333
Coração vagabundo - Ao vivo,4BEbHMueqklTzIqmlUAkaZ,Instrumentalidade,0.503
Tropicália - Ao vivo,5jBtYdA1FaSpGl2K8aOZfH,Instrumentalidade,0.000134
Marginália II - Ao vivo,5DZIEbu0C7lOHgnxDaZheJ,Instrumentalidade,0.00641
É luxo só - Ao vivo,0hPSDJCffAXC0eOeSkpcZH,Instrumentalidade,0.00754
De Manhã - Ao vivo,0zfyKoIX5V4M6eamRRjj7a,Instrumentalidade,0.0208
As Camélias do Quilombo do Leblon - Ao vivo,3ucamwI44g1PWbxl674lJK,Instrumentalidade,0.00041
Sampa - Ao vivo,5WJ5YhbUIgOiO9Lhw1UTbC,Instrumentalidade,3.01e-05
Terra - Ao vivo,4UzX7AufxePczXzXiuk8k6,Instrumentalidade,0.00811
Nine out of Ten - Ao vivo,1TCAhtzpdjjdloGHUFmQBV,Instrumentalidade,4.69e-06
Odeio - Ao vivo,7t1PhDfnVUA0ee4EE1kv21,Instrumentalidade,0.000575
Tonada de luna llena - Ao vivo,6ABnSm5zD72xlhwDTNARhO,Instrumentalidade,5.67e-05
Eu vim da Bahia - Ao vivo,7D3ud84cgM1u6deacNfqNH,Instrumentalidade,0.0107
Super Homem (A Canção) - Ao vivo,54V4yXBxNPbW7fiYhDhOEr,Instrumentalidade,0.0131
Come prima - Ao vivo,2cXULP6lJrP9M3fhgLHuGM,Instrumentalidade,0.00197
Esotérico - Ao vivo,0KGBgEFHj8gd1Aze6UtW26,Instrumentalidade,0.0357
Três palabras - Ao vivo,3TCM2c539t23yox3iinjRm,Instrumentalidade,0.11
Drão - Ao vivo,4coY1pK4cGM2Z2OAHGhCnH,Instrumentalidade,0.159
Não tenho medo da morte - Ao vivo,1v448ZhQHpRWmtQMr5mboJ,Instrumentalidade,0.0509
Expresso 2222 - Ao vivo,5aIMibc2dl4qlsRiQ4qdN0,Instrumentalidade,0.0911
Toda Menina Baiana - Ao vivo,6ztZcLvDT5ZZ6GshzC9cRz,Instrumentalidade,0.108
"São João, Xangô Menino - Ao Vivo",7jb5jTsbWfLTaFMuC0OQNJ,Instrumentalidade,2.74e-06
Nossa gente (Avisa lá) - Ao vivo,3TstIheXlz5btgS8j0sWf1,Instrumentalidade,1.09e-05
Andar com Fé - Ao vivo,377REgYHlY71TkpPmuZL21,Instrumentalidade,0.0731
Filhos de Gandhi - Ao vivo,6uqnjKPPRqaxszYO2603Mg,Instrumentalidade,0.00752
Desde que o samba é samba - Ao vivo,1OuaRFVDtSIuy5nqCyWbV0,Instrumentalidade,0.0227
Domingo no parque - Ao vivo,16gNyzIaAw5jrdWbpKa59r,Instrumentalidade,0.000134
A luz de tieta - Ao vivo,31MN9eH1EWE9UlkDNX0Pm9,Instrumentalidade,3.8e-06
Back in Bahia - Ao Vivo,6gGRugb8cNav6YZwgJ14xy,Instrumentalidade,0.000234
Coração Vagabundo - Ao Vivo,6tiH24Ute53VpnxqGPGafW,Instrumentalidade,0.467
Tropicália - Ao Vivo,5UW6ekL4if71Wjrnfs2dMc,Instrumentalidade,0.000148
Marginália II - Ao Vivo,5kKwTBuiSvvHmorCLhhKY9,Instrumentalidade,0.00812
É Luxo Só - Ao Vivo,5O3yclO0tN6761iBNGE4o1,Instrumentalidade,0.0124
É de Manhã - Ao Vivo,45Gjkn44caL8PHMy8Id8zE,Instrumentalidade,0.0121
As Camélias do Quilombo do Leblon - Ao Vivo,4Xh7ifiX7bwhxk3basbEo3,Instrumentalidade,0.000333
Sampa - Ao Vivo,0P3io2eXDiJkhJLE5SQWuU,Instrumentalidade,2.86e-05
Terra - Ao Vivo,21w1GQCxEMl4ln24sYbadu,Instrumentalidade,0.0147
Nine Out of Ten - Ao Vivo,49U3NbwvOY3oPkgs7EvYWm,Instrumentalidade,5.7e-06
Odeio - Ao Vivo,5mVEncRUNblAi2aGRofYCz,Instrumentalidade,0.000875
Tonada de Luna Llena - Ao Vivo,3GKJcJLFHJIWzh2cc0LFEP,Instrumentalidade,6.28e-05
Eu Vim da Bahia - Ao Vivo,7eZV03gNakHqHmkBTzU2t6,Instrumentalidade,0.016
Super Homem (A Canção) - Ao Vivo,74CYKG87IixfvX7GPpAExc,Instrumentalidade,0.0265
Come prima - Ao Vivo,5WTZrP3aNd4ccEjgXPYSbj,Instrumentalidade,0.00517
Esotérico - Ao Vivo,5EHtBrWpzl21yNiyjdPACV,Instrumentalidade,0.0549
Tres Palabras - Ao Vivo,6omeugqBR0frUFKZE5qrap,Instrumentalidade,0.126
Drão - Ao Vivo,54tuchh3TmLr8HlCTzD7S5,Instrumentalidade,0.16
Não Tenho Medo da Morte - Ao Vivo,7efvCpM8oQaxM18rW6q7O8,Instrumentalidade,0.042
Expresso 2222 - Ao Vivo,3eREK42OsQAMyvapUxrUKW,Instrumentalidade,0.138
Toda Menina Baiana - Ao Vivo,6C4wpeJ39ESC8F4GL3fMBt,Instrumentalidade,0.226
Nossa Gente (Avisa Lá) - Ao Vivo,4vc33ZNJDcUCa3DbFF58mY,Instrumentalidade,9.17e-06
Andar com Fé - Ao Vivo,1fXSn69hfQtIlFWePcQTMH,Instrumentalidade,0.0335
Filhos de Gandhi - Ao Vivo,0lZXZi9yZc7Lb9IjQ3TFj1,Instrumentalidade,0.00419
Desde Que o Samba é Samba - Ao Vivo,2Whb7oltxAms2AYURKLvhK,Instrumentalidade,0.038
Domingo no Parque - Ao Vivo,2lD05Ykfh2VRTg35Q5lAKm,Instrumentalidade,0.000291
A Luz de Tieta - Ao Vivo,5ReB3gWebevVJ0ziEvcqyO,Instrumentalidade,1.88e-06
Maquina De Ritmo (Rhytmn Box),1ClvpqV7sxAs0ycXys4g08,Instrumentalidade,0.00252
Eu Vim Da Bahia (I Came From Bahia),7fH9aj9f7bI08X0Ymk0Yue,Instrumentalidade,0.003
Estrela (Star),2gpgKNzAcCnW99OD5za2vJ,Instrumentalidade,0.00634
Quanta (How Much),7Dcx6tWHfkP1AGp508Z4jA,Instrumentalidade,0.0165
Futurivel (In The Future),0prJvC7KpXd4aF5f1Cd4dk,Instrumentalidade,0.00321
Eu Descobri (I Discovered),4iZld5sS6Tqkq64DzKpTZH,Instrumentalidade,0.00367
Outra Vez (Again),6McsTmkQ932ybq8ZnYeeBq,Instrumentalidade,0.0101
Nao Tenho Medo Da Morte (I'm Not Afraid Of Death),3cPFWdlP1yFDZRToaXwwKj,Instrumentalidade,0.00735
Juazeiro,0Fcjx9qKluwWtnOoH7gWL8,Instrumentalidade,0.0081
Tres Palabras (Three Words),5VF0eS8b953wgcAnBbG9Ks,Instrumentalidade,0.00017
La Renaissance Africaine (The African Renaissance),5s6ITEcxe3tKxgMlRYxJ52,Instrumentalidade,0.000251
Panis Et Circenses (Bread And Games),1x6WjrQkBojFSSfobfwcfw,Instrumentalidade,0.0293
Oriente (Orientate),0xUJu0GIC63LiMderOKO58,Instrumentalidade,4.01e-05
Andar Com Fe (Walking In Faith),7tw5SQbbtR0VEkhdLceOVY,Instrumentalidade,0.00134
Domingo No Parque (Sunday At The Park),7HNwrQAcRK5Vpafie0Ef6V,Instrumentalidade,2.7e-06
Aos Pés da Cruz (Ao Vivo),0MiFkU1zy7EMmcEqj5eESP,Instrumentalidade,0.144
Você e Eu (Ao Vivo),2qfVKlSZOIMMySd0hH5Mf1,Instrumentalidade,0.0566
Tim-Tim por Tim-Tim (Ao Vivo),0ecR8sPM42jsxnwXmluYlf,Instrumentalidade,0.543
Rosa Morena (Ao Vivo),2ZujRmE0fezFxrkL7ZTyyA,Instrumentalidade,0.511
Desde Que o Samba É Samba (Ao Vivo),2nOMf9gajbd2lhZh8dt4FK,Instrumentalidade,0.698
Rio Eu Te Amo (Ao Vivo),1jVdfVJt2nYss1IiOzya16,Instrumentalidade,0.25
O Pato (Ao Vivo),0QAG76I6YcpQyOzLwBSkmz,Instrumentalidade,0.666
Doralice (Ao Vivo),6b4k33T64DR3EPtE2QVJU5,Instrumentalidade,0.0919
Um Abraço no João (Instrumental) (Ao Vivo),3TnCgYQrtkKNl63eZAYnaV,Instrumentalidade,0.604
Gilbertos (Ao Vivo),3MJJ62IUfi66QwW1hcB7V3,Instrumentalidade,0.179
Ladeira da Preguiça (Ao Vivo),6iqUyy7LXzwAohfX5KTPQm,Instrumentalidade,0.00725
Desafinado (Ao Vivo),6701Hhf81jukimZL6dzjV5,Instrumentalidade,0.0163
Máquina de Ritmo (Ao Vivo),4XdQLs1QnyvnHfzxj0RZ1N,Instrumentalidade,0.6
Milagre (Ao Vivo),2jbID8BcYXDeSsLTudhnfJ,Instrumentalidade,0.000157
Eu Sambo Mesmo (Ao Vivo),5ubWWiO2V3USqh02Qb8IYC,Instrumentalidade,0.00279
Mancada (Ao Vivo),1QeMtnBSeu5foCU6R2fBCp,Instrumentalidade,0.508
Chiclete Com Banana (Ao Vivo),7LEPO37xTNdkXuxFHdJSk4,Instrumentalidade,0.711
Meio de Campo (Ao Vivo),0dgxkYu8VJwSfj7IkLP7Tl,Instrumentalidade,0.644
Eu Vim da Bahia (Ao Vivo),5fyNDpChrJ3z1RzRKNQ2Ic,Instrumentalidade,0.458
Aquele Abraço (Ao Vivo),75Rb5HVEE5woV6ZEoZGt36,Instrumentalidade,0.15
É Luxo Só (Ao Vivo),7HmueR7pswLGi0TAaJlpt1,Instrumentalidade,0.0908
Aos Pés da Cruz,1G3tT3xLodVLyZV7MQDXin,Instrumentalidade,0.107
Eu Sambo Mesmo,4eEKpTNiGrJekafRMt9Iau,Instrumentalidade,1.68e-05
O Pato,3Vjr3IYUWrhfcM1rmOXaIn,Instrumentalidade,0.459
Tim Tim por Tim Tim,7gQKSxjCp5MPBhC0FBY2iq,Instrumentalidade,0.0256
Desde Que o Samba É Samba,7EduEOcSWBHyELOKLEXxTR,Instrumentalidade,0.11
Desafinado,2NlQ5YEjxj2czMPzorxQYl,Instrumentalidade,0.00423
Milagre,0PqLDmxDUCmpDuwVAQxFWq,Instrumentalidade,0.000674
Um Abraço no João,1ASsGys2ONZAYv7zqXrV6w,Instrumentalidade,0.821
Doralice,4btDwdg9yf5fVBkRtcWxtP,Instrumentalidade,0.108
Você e Eu,68pHoYBX4ozlFxHa5ls8ND,Instrumentalidade,0.193
Eu Vim da Bahia,2rBViBV2IvjhQqPH6xExki,Instrumentalidade,0.724
Gilbertos,1Eo79JvM2tI7bBIUuJFPEq,Instrumentalidade,0.0196
Máquina de Ritmo - Ao Vivo,7HybeLy6eziDIv816wYSTe,Instrumentalidade,0.00216
Eu Vim da Bahia / Na Baixa do Sapateiro - Ao Vivo,421ESl4JXmD8D0nrXkKV6w,Instrumentalidade,0.00446
Estrela - Ao Vivo,3FSI0WIOO7yrPDodSXzVEC,Instrumentalidade,0.00579
Quanta - Ao Vivo,7LJFKsJEvF0Pkrxe6OoFid,Instrumentalidade,0.011
Futurível - Ao Vivo,3SGPJvAQ9IT2knV4P6mXlk,Instrumentalidade,0.00367
Eu Descobri - Ao Vivo,1cc5ygUyvxByN7XRh5RgAQ,Instrumentalidade,0.004
Outra Vez - Ao Vivo,31JxCGnYD7BbA3kl1gaP2b,Instrumentalidade,0.0148
Juazeiro - Ao Vivo,2EQIPiwRHXztRWMtJbCqss,Instrumentalidade,0.00442
La Renaissance Africaine - Ao Vivo,6JBCXON7cqg7TGezTq3cVU,Instrumentalidade,0.000472
Panis Et Circenses - Ao Vivo,4hXx6JaX9elDXmcyGkIjYH,Instrumentalidade,0.0247
Oriente - Ao Vivo,3F0Tx4xo684S4bOe9RLr6b,Instrumentalidade,4.74e-05
Andar Com Fé - Ao Vivo,5vOVD0NUCbGMX7K5qnt4v6,Instrumentalidade,0.000855
Domingo No Parque - Ao Vivo,2NHI7R579O38lba6MsVgqh,Instrumentalidade,2.99e-06
A Novidade - Live,2PyfVkaoyVIFK4KaJHKRSY,Instrumentalidade,3.18e-06
Toda Menina Baiana - Live,0drLWHcGw3j6xZKn7zGJ7X,Instrumentalidade,0.0
O Meu Amor - Live,7gURhr3HBT28eGxUAZpG9Q,Instrumentalidade,4.01e-05
Tá Combinado - Live,0vyxk0KyHWwlLj7hDCXci1,Instrumentalidade,6.87e-06
A Linha E O Linho - Live,247w3FqYgXONLXnyLU3EGO,Instrumentalidade,0.0598
A Luz De Tieta - Live,7DE7v4kw0vAiV5qFBTETH2,Instrumentalidade,0.0
Tigresa - Live,4yu3EQwBdwrvU274Bvvcsh,Instrumentalidade,0.000399
Você É Linda - Live,2E1oY9rvHV5kW1B6UDilVM,Instrumentalidade,0.00162
Atrás Da Porta - Live,39DOURVX8vz7PwZTMNt3BF,Instrumentalidade,0.0149
Super Homem (A Canção) - Live,2dts5w4Pk3okj0xPZBHINd,Instrumentalidade,0.168
Se Eu Não Te Amasse Tanto Assim - Live,5gc0OywuL1BWNhY01YcIxp,Instrumentalidade,0.000131
Olhos Nos Olhos - Live,54qLQtveTu29AzufRMT2gk,Instrumentalidade,0.0
Drão - Live,13MUJuuiNDtzMUQeevL6hR,Instrumentalidade,0.0229
Dom De Iludir - Live,0oAzSO5eigzj5TSUpL7Teo,Instrumentalidade,0.000867
Amor Até O Fim - Live,4VqzpovKFj40UyPet6wakA,Instrumentalidade,0.0
Respeita Januário / o Xote das Meninas / Eu Só Quero um Xodó (Ao Vivo),2YSEBaygYPLGiRnKuF1UqF,Instrumentalidade,0.000455
Lamento Sertanejo (Ao Vivo),3WTKEER1EtrmuBzhhYcOAU,Instrumentalidade,0.0122
"Um Riacho, um Caminho (Ao Vivo)",3ixwswlPPz6nfMJWtDLlU5,Instrumentalidade,0.00094
Juazeiro (Ao Vivo),2WZ55Pfo2aCIpBjQvMxVe4,Instrumentalidade,0.000875
Estrela Azul do Céu (Ao Vivo),2BeiDlQ6EmcSTpm3UXt5gm,Instrumentalidade,0.000183
Aprendi Com o Rei (Ao Vivo),5P3Wi0zie5nP6wsJM5XvoM,Instrumentalidade,0.0
O Livre Atirador e a Pegadora (Ao Vivo),5IOZfy9tMhJqjGXbHM0jwJ,Instrumentalidade,5.58e-06
Qui Nem Jiló / Expresso 2222 (Ao Vivo),0FXyLe8HnVp2AtYgP9wXPD,Instrumentalidade,0.0226
O Casamento da Raposa (Ao Vivo),59PHZNYeNa6aaX8Jk7v5kr,Instrumentalidade,0.806
Fé na Festa,0cp6aHl3mypJjcxth4GnSd,Instrumentalidade,0.00338
O Livre Atirador e a Pegadora,1ifK0dA4dHSTa7egSJz0ed,Instrumentalidade,1.77e-05
Assim Sim,2pCUfCduATyVWbFkJ9HBUK,Instrumentalidade,0.000251
Estrela Azul do Céu,5Ua2e9QmFUhenCILuJIQRP,Instrumentalidade,0.00175
Marmundo,5YxvLgLxE1A0LpENQfbD1i,Instrumentalidade,0.00621
Vinte e Seis,2l7QgxlUhk0oAu49sXiula,Instrumentalidade,2.89e-06
Não Tenho Medo da Vida,7AXgEnLbbMfbIc7XHVAhy6,Instrumentalidade,2.68e-05
Norte da Saudade,44Wwr9CrQ387jK7vrRzB1Z,Instrumentalidade,0.0221
Maria Minha,3VTnKceEjt8qJu43YMeydY,Instrumentalidade,0.00516
Aprendi Com o Rei,249owxDulgERZuDz6a4FTt,Instrumentalidade,0.0
Dança da Moda,6vVDzyDvV8h9Z75TvYZcx0,Instrumentalidade,6.63e-05
São João Carioca,6UeCS0ZYTI4On2ummaAUAT,Instrumentalidade,3.23e-06
Lá Vem Ela,2YiEcK8iYMBnblPPCQNyZL,Instrumentalidade,0.000228
A Linha e o Linho (Ao Vivo),2G4p4jv1fYAbiwOWQqiQE0,Instrumentalidade,0.000247
Superhomem - a Canção (Ao Vivo),0hhK7w4ADtpvZaIVQ7cCzK,Instrumentalidade,0.000358
Saudade da Bahia (Ao Vivo),0114uqGGY5ekp155LIZLsV,Instrumentalidade,2.48e-05
"Das Duas, Uma (Ao Vivo)",0t10OW5i0utzyrxD02pFQ1,Instrumentalidade,3e-06
Quatro Coisas (Ao Vivo),5h6KXI64u0HZne6k5mGNwO,Instrumentalidade,4.37e-05
Amor Até o Fim (Ao Vivo),7sOo6mq9K8WcNlmQMvsSR0,Instrumentalidade,2.05e-06
O Rouxinol (Ao Vivo),75B4TllmYUchyYcPNHz4nG,Instrumentalidade,1.54e-05
Refazenda (Ao Vivo),22CVOYaOMEk15QiOWlOfOo,Instrumentalidade,8.74e-05
Banda Um (Ao Vivo),3owofwkofzMg9hr0XCzoR2,Instrumentalidade,0.000366
La Renaissance Africaine (Ao Vivo),5HqmKsgBYHvJRmtayhOr13,Instrumentalidade,1.79e-05
Babá Alapalá (Ao Vivo),4v3fF4J1lO1fWRkbBZVVtE,Instrumentalidade,9.19e-05
Expresso 2222 (Ao Vivo),0mI0S9VcuRAyhyjp3rOdCK,Instrumentalidade,8.42e-06
Despedida de solteira,37iEW916YEEYuxRrA9WmX3,Instrumentalidade,0.0
Os pais,6KYLdmxVZgCA1BFOpANgzp,Instrumentalidade,0.0417
Não grude não,3M9t8rvmoDbmV80UvppiTX,Instrumentalidade,8.56e-05
Formosa,2pFjRTGMh3xpEsQZV4cZdU,Instrumentalidade,0.289
Samba de Los Angeles,2K3ipoSAjBk0T68SqlGpcd,Instrumentalidade,4.32e-06
La renaissance africaine,1uepkfNm3wQhahAXbIqlx4,Instrumentalidade,0.00188
Olho mágico,3HE8oanG92t41ZlfUOZK7S,Instrumentalidade,0.0
Não tenho medo da morte,6fht7Ses5AozNNE5x6Xtzw,Instrumentalidade,0.0
Amor de carnaval,4RFn4VTxB0PJDPE9u50Rs0,Instrumentalidade,0.267
Gueixa no tatame,0g1XYHNZYydfXheBZHFfmj,Instrumentalidade,6.75e-05
A faca e o queijo,6H2SY3vMMNhjSsSTfkD6Hr,Instrumentalidade,8.16e-05
Outros viram,4Vuv1OpjIA683dVCg14Rgt,Instrumentalidade,0.00101
Canô,3TlAGuqUc2lnSkeN8T86V1,Instrumentalidade,0.000117
